id,LoanTypeDescription,Source,Rate,LoanTerm,AmountDisbursed,LoanOpenDate,LoanPayment,LoanPaymentMethodDesc,LoanCreditHighBal,PaymentMethods,InstancesOfDelinquency,CreditLifeInsurance,CreditDisabilityInsurance,ApprovalOfficerNumber,BranchName,IsRefinance,IsAddon,IsSecure,Zip,CreditScore,BankruptcyScore,OccupancyStatus,OccupancyDuration,MonthlyRent,Occupation,EmployedMonths,EmploymentStatus,IncomeVerifyMethod,TotalMonthlyIncome,MonthlyLiability,CoCreditScore,CoBankruptcyScore,CoOccupancyStatus,CoOccupancyDuration,CoMonthlyRent,CoOccupation,CoEmployedMonths,CoEmploymentStatus,CoTotalMonthlyIncome,CoMonthlyLiability,TotalDebtToIncomeFund,RevolvingDebtAmounts,NumberOfOpenRevolvingAccounts,TotalUnsecureBalance,TotalMonthlyDebt,Age_LoanOpenDate,MonthsOfMembership_loanopendate,AccountOpenDate,MonthsOfMembership,EstatementIndicator,DebitCardIndicator,CreditCardIndicator,DirectDepositsReceived,AvgDirectDeposit,SavingsProductsPreLoan,SavingsProductsPostLoan,LoanProductsPreLoan,LoanProductsPostLoan,AvgTotalDeposits,HomeBankingFirstLogInDate,NumberOfLoginsBeforeLoan,NumberOfLoginsAfterLoan,DealershipName,TotalVehicleValue,FundedLTV,EstimatedVehiclePayment,VehicleColor,VehicleMake,VehicleModel,VehicleMileage,IsNewVehicle,VehicleYear,IsIndirectLoan,TradeValue,TradeAllowance,TradeType,TradePayoff,TradeMake,TradeModel,GAPInsurance,IWS,BinaryTarget
155783,INDIRECTUSEDAUTO,GATEWAY,12.0,60,11833.97,01AUG2014,247.17,Cash,12707.72,Unknown--ACH-3,1,N,N,1340,,N,N,Y,32839,0,295,LIVEWITHPARENTS,24,200.0,FOODSERVICE,12,EM,,912.33,0.0,,,,,,,,,,,50.775,0.0,0.0,266.0,0.0,23,0,01AUG2014,37,N,N,N,,,0,0,0,0,5.0,,0,0,AUTONATIONTOYOTASCION,11700.0,101.145,247.17,,TOYOTA,MATRIX-4CYL.,66851,N,2008,Y,0.0,0.0,,0.0,,,N,N,1
401413,INDIRECTUSEDAUTO,GATEWAY,4.5,72,14375.3,10APR2017,228.62,Coupon,14375.3,Draft-5,0,N,N,2009,ConsumerLending,N,N,Y,32818-8291,743,380,BUYING,24,0.0,SCHOOLADMIN,168,EM,,3846.0,1732.0,,,,,,,,,,,50.978,0.0,7.0,0.0,1960.62,37,0,06APR2017,5,Y,N,N,,,2,0,0,0,2.5,,0,0,CENTRALFLORIDATOYOTA,18500.0,77.704,217.75,,TOYOTA,CAMRY4DRSDNI4AUTOSE(SE),38594,N,2016,Y,0.0,0.0,,0.0,,,N,N,0
169821,INDIRECTUSEDAUTO,GATEWAY,5.74,75,31336.68,20SEP2014,499.41,Cash,31337.0,Check-1-Draft-32,0,N,N,1119,ConsumerLending,N,N,Y,32748,680,78,BUYING,36,0.0,QUALITYCONTROL,39,EM,,2500.0,2942.2225,676.0,183.0,BUYING,36.0,0.0,INVENTORYMGR,14.0,EM,4583.0,0.0,48.59,29257.0,36.0,63783.0,3441.6325,42,0,20SEP2014,36,N,N,N,,,0,1,0,0,0.0,,0,0,PRESTIGEFORD,25500.0,122.889,466.94,,FORD,ESCAPE,140,N,2014,Y,14500.0,-6668.0,,21168.0,JEEP,COMPASS,N,N,0
424873,USEDAUTO,LENDER,4.15,66,23607.95,27JUN2017,401.38,Coupon,23607.95,HomeBanking-2,0,N,N,2008,MSC,N,N,Y,32792-8710,708,166,BUYING,137,0.0,DIRECTOROFRISKMANAGEMENT,126,EM,,8750.0,2763.0,739.0,229.0,BUYING,132.0,0.0,PROGRAMMANAGER,31.0,EM,4666.67,0.0,23.585,48429.0,11.0,48429.0,3164.38,44,58,14AUG2012,61,Y,Y,Y,20.0,1240.0405,3,0,1,0,1081.1582,10/23/2012,865,59,LEXUSOFORLANDO,24625.0,95.87,391.05,,LEXUS,CT,17050,N,2015,N,0.0,0.0,,0.0,,,Y,N,0
175557,USEDAUTO,LENDER,2.75,48,7074.85,24OCT2014,156.0,Cash,7075.0,HomeBanking-35,0,N,N,1394,Mills,N,N,Y,32779-7110,701,280,LIVEWITHPARENTS,0,200.0,TRAINING,2,EM,,1125.0,146.0,,,,,,,,,,,44.622,4585.0,2.0,4585.0,302.0,30,149,24MAY2002,184,Y,N,Y,150.0,131.0556,2,0,0,0,292.6378,2/11/2013,219,523,SUTHERLINNISSANORLANDO,11825.0,59.83,198.44,,NISSAN,VERSA-4CYL.,24000,N,2011,N,0.0,0.0,,0.0,,,N,N,0
395308,INDIRECTUSEDAUTO,GATEWAY,4.3,66,9558.18,22MAR2017,163.19,Coupon,9558.18,Unknown--Cash-5-HomeBanking-1,0,N,N,2008,,N,N,Y,34736-9307,697,465,LIVEWITHPARENTS,24,300.0,TRAINER,8,OT,,1600.0,0.0,,,,,,,,,,,28.949,0.0,1.0,0.0,163.19,19,0,22MAR2017,6,Y,N,N,,,0,0,0,0,5.0,,0,0,HEADQUARTERMAZDA,9825.0,97.284,162.61,,MAZDA,CX-7FWD4DRSTOURING,71538,N,2010,Y,0.0,0.0,,0.0,,,N,N,0
293937,INDIRECTUSEDAUTO,GATEWAY,3.29,84,27911.72,31MAR2016,372.96,Coupon,27911.72,Unknown--Cash-16-Kiosk-1-SharedBranch-1,0,N,N,1340,ConsumerLending,N,N,Y,34741,740,438,RENT,1,400.0,PITCHINGCOACH,48,EM,,4166.67,25.0,,,,,,,,,,,19.151,541.0,1.0,541.0,397.96,33,0,31MAR2016,18,N,N,N,,,0,0,0,0,134.2522,,0,0,UNIVERSALNISSAN,27275.0,102.334,322.22,,NISSAN,PATHFINDER2WD4DRSV,29576,N,2015,Y,0.0,0.0,,0.0,,,N,N,0
196257,INDIRECTNEWAUTO,GATEWAY,3.99,84,39626.68,04FEB2015,542.36,Coupon,39626.68,Unknown--Cash-32-Check-2,0,N,N,1340,,N,N,Y,34741,735,299,BUYING,242,0.0,SUPERVISOR,360,EM,,2300.0,932.0,725.0,297.0,BUYING,242.0,0.0,MGR,42.0,EM,2200.0,0.0,32.764,11089.0,4.0,11089.0,1474.36,52,342,08AUG1986,373,N,N,Y,70.0,910.9471,2,0,0,0,1198.6059,,0,0,STARLINGCHEVROLETBUICKGMCSTCLOUD,34838.66,113.743,486.12,,CHEVROLET,TRAVERSE,10,Y,2015,Y,0.0,0.0,,0.0,,,N,N,0
229320,INDIRECTUSEDAUTO,GATEWAY,3.49,75,17241.98,17JUL2015,256.57,Coupon,17241.98,Unknown--Cash-3-HomeBanking-22,0,N,N,1249,,N,N,Y,32824,699,366,LIVEWITHPARENTS,30,300.0,HOUSEKEEPING,30,EM,,1708.33,32.75,,,,,,,,,,,34.497,474.0,3.0,1974.0,289.32,21,0,17JUL2015,26,N,N,N,221.0,146.6565,0,1,0,0,77.8597,,0,0,UNIVERSALNISSAN,14450.0,119.322,222.27,,HYUNDAI,ACCENT4DRSDNAUTOGLS,19117,N,2013,Y,500.0,500.0,,0.0,FORD,MUSTANG,N,N,0
378582,INDIRECTUSEDAUTO,GATEWAY,4.8,75,24593.14,20JAN2017,380.95,Coupon,24593.14,Cash-7,0,N,N,2008,,N,N,Y,32818-7018,706,268,LIVEWITHPARENTS,60,350.0,PROGRAMASSISTANT,36,EM,,2879.0,685.59,,,,,,,,,,,49.203,2958.0,3.0,66532.0,1066.54,46,0,20JAN2017,8,N,N,N,,,0,0,0,0,5.0,,0,0,AUTONATIONCHEVROLETWESTCOLONIAL,19200.0,128.089,338.79,,MERCEDES-BENZ,CCLASS,44706,N,2013,Y,0.0,0.0,,0.0,,,N,N,0
233231,USEDAUTO,LENDER,7.2,84,18967.99,07AUG2015,297.4,Coupon,18982.03,ACH-1-Check-1-HomeBanking-19,0,Y,N,1054,Kissimmee,N,N,Y,32837-6157,641,311,RENT,4,400.0,SSDISABILITY,69,OT,,1990.0,199.0,,,,,,,,,,,45.045,4147.0,3.0,8266.0,496.4,33,38,07JUN2012,63,Y,N,Y,108.0,511.4736,2,0,1,1,293.3832,10/24/2012,877,1049,UNIVERSALHYUNDAI,15925.0,119.108,343.96,,HYUNDAI,SONATA,34782,N,2013,N,0.0,0.0,,0.0,,,Y,Y,0
337201,USEDAUTO,LENDER,4.3,66,26273.33,19AUG2016,448.51,Coupon,26273.33,ACH-1-Check-11,0,N,N,1394,Clermont,N,N,Y,34736-8412,671,146,BUYING,420,0.0,ADMIN,148,EM,,2539.08,1393.0,667.0,161.0,BUYING,420.0,0.0,OWNER,48.0,EM,2000.0,0.0,40.57,0.0,1.0,0.0,1841.51,57,0,19AUG2016,13,N,N,N,2.0,586.47,0,0,0,0,113.5307,,0,0,,30325.0,86.639,392.65,,GMC,ACADIA-V6,57198,N,2014,N,0.0,0.0,,0.0,,,Y,N,0
298763,INDIRECTNEWAUTO,GATEWAY,3.29,84,42345.92,08APR2016,565.84,Coupon,42345.92,ACH-17,0,N,N,1484,ConsumerLending,N,N,Y,32960,763,239,RENT,30,595.0,WAREHOUSEWORKER,24,EM,,5000.0,433.0,,,,,,,,,,,31.877,3955.0,3.0,30935.0,998.84,26,0,08APR2016,17,N,N,N,,,0,0,0,0,5.0,,0,0,CARLBLACKCHEVROLETBUICKGMC,36715.0,115.337,553.72,,CHEVROLET,SILVERADO1500,22,Y,2016,Y,17000.0,-10831.0,,27831.0,GMC,SIERRA1500,N,N,0
344738,USEDAUTO,LENDER,4.8,81,23394.07,22SEP2016,339.34,Coupon,23394.07,Unknown--ACH-12,0,N,N,1289,MSC,N,N,Y,10040-1520,736,303,RENT,36,360.0,RECEPTIONIST,20,EM,,3359.2,574.93,,,,,,,,,,,37.934,1937.0,4.0,78960.49,914.27,27,240,13SEP1996,252,Y,Y,Y,28.0,133.7317,2,0,1,0,116.8963,11/5/2012,379,182,GARDENCITYJEEP-CHRYSLER-DODGE,20825.0,112.336,246.61,,DODGE,CHARGER,35000,N,2015,N,0.0,0.0,,0.0,,,Y,Y,0
273326,INDIRECTNEWAUTO,GATEWAY,3.74,72,24012.09,07JAN2016,373.37,Coupon,24012.09,Unknown--Cash-18,7,N,N,1340,,N,N,Y,34758,673,316,OTHER,36,300.0,MANAGER,30,EM,,2789.0,195.0,,,,,,,,,,,31.136,2708.0,2.0,2708.0,568.37,20,0,07JAN2016,20,N,N,N,,,0,0,0,0,5.0,,0,0,SPORTMITSUBISHISUBARU,21645.0,110.936,323.24,,MITSUBISHI,OUTLANDERSPORT2WD4DRCVT2.4ES,6,Y,2015,Y,0.0,0.0,,0.0,,,N,N,0
275477,INDIRECTUSEDAUTO,GATEWAY,2.79,66,26612.42,23JAN2016,435.92,Coupon,26612.42,Unknown--Draft-21,0,N,N,1054,ConsumerLending,N,N,Y,32713,845,428,BUYING,180,0.0,MGR,204,EM,,4752.0,1115.0,0.0,290.0,RENT,54.0,350.0,CASHIER,24.0,EM,752.0,0.0,34.537,1375.0,4.0,1375.0,1550.92,47,0,21JAN2016,20,N,N,N,,,1,0,0,0,5.0,,0,0,CORYFAIRBANKSMAZDA,19475.0,136.649,434.41,,FORD,ESCAPEFWD4DRSE,29774,N,2014,Y,0.0,0.0,,0.0,,,N,N,0
342992,USEDAUTO,LENDER,2.74,48,25978.05,01SEP2016,572.66,Coupon,25978.05,Check-1-HomeBanking-11,0,N,N,1249,EastOrlando,N,N,Y,32828-6978,754,268,BUYING,36,0.0,IT,155,EM,,5816.67,1914.0,,,,,,,,,,,42.75100000000001,1385.0,5.0,27285.0,2486.66,35,0,01SEP2016,12,N,N,N,,,0,0,0,0,6.7091,,0,0,CARLBLACK,25125.0,103.395,569.55,,BUICK,ENCLAVE,51599,N,2013,N,0.0,0.0,,0.0,,,N,N,0
221851,INDIRECTUSEDAUTO,GATEWAY,7.74,72,16424.5,25JUN2015,280.85,Coupon,16424.5,ACH-7-Check-1,0,N,N,1306,,N,N,Y,34759,591,297,RENT,1,461.0,PARKSERVICESLEAD,25,EM,,1674.51,268.0,658.0,312.0,RENT,1.0,461.0,RESERVATIONSALESAGENT,19.0,EM,1833.0,0.0,42.078,1391.0,1.0,1391.0,548.85,27,13,01MAY2014,40,Y,N,N,,,1,0,1,0,2.5333,6/7/2014,17,8,UNIVERSALNISSAN,14350.0,114.456,285.84,,HYUNDAI,ACCENT,36191,N,2014,Y,0.0,0.0,,0.0,,,N,N,0
407157,USEDAUTO,LENDER,4.65,75,13982.82,09MAY2017,215.62,Cash,13982.82,Unknown--Cash-1,0,N,N,1484,St.Cloud,N,N,Y,34741-5547,736,407,OWN,240,0.0,RETIRED,51,RE,,1669.0,437.0,,,,,,,,,,,33.705,1667.0,3.0,2598.0,652.62,67,141,29AUG2005,145,Y,Y,Y,5.0,1069.0,3,1,2,0,425.1502,11/28/2012,113,6,ENTERPRISE,15225.0,91.841,206.77,,TOYOTA,PRIUS,66162,N,2014,N,0.0,0.0,,0.0,,,Y,N,0
90578,USEDAUTO,LENDER,7.5,72,13366.04,16JAN2014,237.86,Cash,13367.0,Unknown--Cash-32,0,Y,N,1054,LakeMary,N,N,Y,32839-8251,0,299,LIVEWITHPARENTS,84,0.0,TOURGUIDE,18,EM,,2500.0,89.18,498.0,296.0,LIVEWITHPARENTS,84.0,0.0,TRUCKDRIVER,36.0,EM,3817.47,0.0,5.1770000000000005,0.0,1.0,6509.0,327.04,22,0,16JAN2014,44,Y,N,N,,,0,0,0,0,5.0,,0,0,STARMAX,13025.0,102.618,236.19,,CHEVROLET,IMPALA-V6SEDAN4DLTFLEET,56895,N,2011,N,0.0,0.0,,0.0,,,Y,N,0
308276,INDIRECTUSEDAUTO,GATEWAY,4.65,84,25461.19,11MAY2016,356.37,Coupon,25461.19,ACH-3-Cash-9-SharedBranch-1,1,N,N,1289,ConsumerLending,N,N,Y,34769,673,315,RENT,36,300.0,SERVICEMANAGER,84,EM,,3380.0,595.0,,,,,,,,,,,37.023,336.0,2.0,336.0,951.37,40,0,11MAY2016,16,N,N,N,1.0,5.0,0,0,0,0,3.1132,,0,0,KISSELBACKFORD,21750.0,117.063,348.14,,FORD,F-150,65860,N,2012,Y,14500.0,-484.0,,14984.0,FORD,F-150,N,N,0
303729,INDIRECTNEWAUTO,GATEWAY,4.2,84,23122.18,30APR2016,318.69,Coupon,23122.18,ACH-5-Draft-11,0,N,N,1208,,N,N,Y,34714,706,286,OWN,36,0.0,CHILDCARE,36,EM,,3000.0,365.0,,,,,,,,,,,22.79,2038.0,4.0,2038.0,683.69,59,0,29APR2016,17,N,N,N,,,1,0,0,0,5.0,,0,0,NAPLETONCLERMONTCHRYSLERDODGEJEEP,25340.0,91.248,358.42,,JEEP,PATRIOTFWD4DR75THANNIVERSARY,21,Y,2016,Y,0.0,0.0,,0.0,,,N,N,0
340369,USEDAUTO,LENDER,7.24,66,16466.67,02SEP2016,345.03,Cash,16535.01,Unknown--Cash-10,0,Y,Y,1484,MSC,N,N,Y,32771,662,148,OWN,324,0.0,MODULARASSOCIATE,120,EM,PAYSTUBS,2652.0,1764.46,633.0,409.0,LIVEWITHPARENTS,264.0,300.0,BAKERYTEAMTRAINER,39.0,EM,3362.65,0.0,40.06,20598.0,18.0,50585.0,2109.49,53,304,03MAY1991,316,Y,N,N,3.0,1481.34,3,0,1,0,93.0576,11/13/2012,220,4,EVOLUTIONAUTO,16600.0,99.197,277.01,,BUICK,REGAL,32743,N,2011,N,0.0,0.0,,0.0,,,N,Y,0
129076,USEDAUTO,LENDER,5.74,54,18581.85,08MAY2014,417.9,AutoTransfer,18582.0,Unknown--Check-1,0,Y,Y,1340,St.Cloud,N,N,Y,34743-5600,691,288,RENT,180,500.0,EDUCATOR,264,EM,,8500.0,808.0,,,,,,,,,,,20.305,3671.0,7.0,19776.0,1225.9,46,257,09DEC1992,297,Y,N,N,,,1,0,0,1,73.3399,12/18/2012,61,146,,17250.0,107.721,612.14,,MERCEDES-BENZ,SCLASS,98000,N,2006,N,0.0,0.0,,0.0,,,Y,N,0
284418,INDIRECTUSEDAUTO,GATEWAY,3.29,72,34415.77,18FEB2016,528.1,Coupon,34415.77,Unknown--Check-17,0,N,N,1054,ConsumerLending,N,N,Y,32792,813,377,OWN,240,0.0,INSIDESALES,12,EM,,5416.67,1190.0,820.0,331.0,OWN,240.0,0.0,,0.0,UN,0.0,0.0,31.719,7268.0,3.0,8356.0,1718.1,48,0,17FEB2016,19,N,N,N,,,1,0,0,0,5.0,,0,0,EVOLUTIONAUTO,27075.0,127.113,526.26,,HONDA,PILOT,26182,N,2014,Y,0.0,0.0,,0.0,,,N,N,0
411014,USEDAUTO,LENDER,4.15,66,10050.39,07JUN2017,170.89,Coupon,10050.39,Unknown-,0,N,N,1394,WinterGarden,N,N,Y,34787,639,281,RENT,108,600.0,KITCHENMGR,1,EM,,2600.0,951.0,686.0,314.0,RENT,108.0,300.0,HOUSEKEEPINGSUPERVISOR,42.0,EM,1811.0,0.0,45.837,2610.0,5.0,2610.0,1121.89,53,51,29MAR2013,54,Y,Y,N,12.0,111.935,2,1,1,0,959.7217,6/26/2017,0,1,ORANGEBUICKGMC,11450.0,87.77600000000002,169.44,GOLD,TOYOTA,CAMRY-4CYL.,50616,N,2010,N,0.0,0.0,,0.0,,,N,N,0
319176,INDIRECTNEWAUTO,GATEWAY,3.49,84,63926.71,20JUN2016,860.1,Coupon,63926.71,Check-2-Draft-12,0,N,N,1249,ConsumerLending,N,N,Y,32872,628,273,RENT,42,975.0,RESIDENTMANAGER,42,EM,,6750.0,1370.0,761.0,370.0,RENT,192.0,300.0,GENERALMANAGER,192.0,EM,6200.0,0.0,27.066,2895.0,4.0,2822.0,2230.1,36,0,20JUN2016,15,N,N,N,,,0,0,0,0,5.0,,0,0,CARLBLACKCHEVROLETBUICKGMC,62110.0,102.925,793.68,,GMC,SIERRA1500,2,Y,2016,Y,21687.0,0.0,,21687.0,RAM,1500,N,N,0
105165,INDIRECTUSEDAUTO,GATEWAY,14.5,75,14547.61,03MAR2014,297.69,Cash,14548.0,ACH-36-Cash-1,1,N,N,1289,ConsumerLending,N,N,Y,34743,566,292,LIVEWITHPARENTS,240,0.0,VACATIONSPECIALIST,6,EM,,1500.0,25.0,,,,,,,,,,,21.513,729.0,1.0,729.0,322.69,23,0,03MAR2014,42,N,N,N,1.0,5.0,0,1,0,0,4.1532,8/2/2014,0,1,SPORTMAZDA,13950.0,104.284,281.36,,NISSAN,VERSA,34726,N,2013,Y,0.0,0.0,,0.0,,,N,N,0
148737,USEDAUTO,LENDER,8.0,18,9002.97,11JUL2014,546.37,Cash,9003.0,Check-1-HomeBanking-14,0,Y,Y,1394,St.Cloud,Y,N,Y,34771-7834,643,293,LIVEWITHPARENTS,252,200.0,AWNINGINSTALLER,30,EM,,2500.0,237.54,,,,,,,,,,,39.356,418.0,2.0,4643.0,783.91,22,37,07JUN2011,75,N,N,Y,36.0,1161.0013,2,0,3,1,199.77,11/1/2012,17,367,,18425.0,48.863,530.19,,DODGE,RAM2500PICKUP-V8,124900,N,2003,N,0.0,0.0,,0.0,,,N,N,0
302174,INDIRECTNEWAUTO,GATEWAY,3.29,84,30243.34,21APR2016,404.12,Coupon,30243.34,Check-36,0,N,N,1249,ConsumerLending,N,N,Y,32832,743,403,OWN,108,0.0,RETIRED,108,RE,,1916.67,342.0,0.0,322.0,OWN,108.0,0.0,RETIRED,120.0,RE,1553.33,0.0,21.502,138.0,3.0,693.0,746.12,74,0,21APR2016,17,N,N,N,,,0,0,0,0,5.0,,0,0,UNIVERSALNISSAN,24705.0,122.418,360.69,GRAY,NISSAN,ROGUEFWD4DRS,25,Y,2016,Y,1100.0,1100.0,,0.0,HYUNDAI,ENTOURAGE,N,N,0
281121,USEDAUTO,LENDER,2.49,54,17872.76,22FEB2016,375.53,AutoTransfer,17917.27,Unknown--HomeBanking-3,0,Y,Y,1394,PineHills,N,N,Y,32818,704,295,BUYING,60,0.0,ENGINEERING,91,EM,,2550.0,798.2,,,,,,,,,,,46.029,794.0,7.0,794.0,1173.73,58,119,31MAR2006,138,N,Y,N,335.0,194.2457,2,0,1,0,11324.9331,10/23/2012,294,235,,21425.0,83.42,256.81,,TOYOTA,RAV4,19000,N,2015,N,0.0,0.0,,0.0,,,N,N,0
99789,USEDAUTO,LENDER,2.75,48,15823.14,26FEB2014,348.85,Cash,15824.0,Check-1-Draft-24,0,N,N,1289,EastOrlando,N,N,Y,32818,620,284,RENT,6,440.0,BEHAVIORSPECIALIST,2,EM,,3083.0,542.0,,,,,,,,,,,43.167,9112.0,9.0,9112.0,890.85,33,6,16AUG2013,49,Y,N,Y,,,1,1,1,0,982.5374,,0,0,AUTOEXPRESSENTERPRISEINC,17250.0,91.728,220.5,,FIAT,500,47598,N,2012,N,0.0,0.0,,0.0,,,N,N,0
310262,NEWAUTO,LENDER,2.99,66,18577.58,17MAY2016,305.99,Coupon,18577.58,Check-1-Draft-13,0,N,N,1617,Oviedo,N,N,Y,32765-7307,751,245,BUYING,0,0.0,PEOPLESOFTSECURITYADMINSTRATOR,133,EM,,5666.67,1734.6,,,,,,,,,,,36.01,16210.0,3.0,16210.0,2040.59,45,0,16MAY2016,16,Y,N,N,,,1,0,0,1,26.4905,,0,0,,26540.0,69.998,304.71,,NISSAN,JUKE,901,Y,2016,N,0.0,0.0,,0.0,,,N,N,0
268231,INDIRECTUSEDAUTO,GATEWAY,3.49,75,21929.86,09DEC2015,326.33,Coupon,21929.86,Unknown--Cash-1-HomeBanking-17,0,N,N,1617,,N,N,Y,34743,735,198,RENT,36,600.0,LINECOOK,90,EM,,3000.0,1457.0,0.0,336.0,OTHER,36.0,300.0,KITCHENMANAGER,90.0,EM,4000.0,0.0,38.333,26443.0,7.0,36509.0,1783.33,34,166,04FEB2002,187,Y,N,N,50.0,819.7158,2,0,0,0,186.3674,10/23/2012,498,313,UNIVERSALNISSAN,17900.0,122.513,325.2,,HYUNDAI,TUCSON,19245,N,2013,Y,0.0,0.0,,0.0,,,N,N,0
124204,NEWAUTO,LENDER,7.5,75,15434.25,25APR2014,259.24,Cash,15435.0,Unknown--Cash-6-Check-25-HomeBanking-1,7,N,N,1439,Leesburg,N,N,Y,34748-3535,0,279,RENT,40,450.0,LAWNCARETECH,24,EM,,2232.02,416.0,0.0,285.0,RENT,38.0,0.0,OFFICEMANAGER,28.0,EM,1952.82,0.0,26.888,1063.0,4.0,2157.0,675.24,20,0,24APR2014,41,N,N,N,,,1,0,1,0,4.1664,4/26/2014,0,32,LAKENISSAN,16973.0,90.934,251.94,,NISSAN,VERSA,8,Y,2014,N,0.0,0.0,,0.0,,,Y,N,0
184156,USEDAUTO,LENDER,5.74,75,30449.26,26NOV2014,485.24,Coupon,30449.26,Cash-14-Check-3,0,N,N,1340,Kissimmee,N,N,Y,32824,678,267,LIVEWITHPARENTS,0,200.0,MANAGER,96,EM,,3083.33,220.0,,,,,,,,,,,29.359,5672.0,10.0,5672.0,705.24,33,0,25NOV2014,34,Y,N,N,,,1,0,0,2,65.3741,,0,0,,30375.0,100.244,494.02,,BMW,3SERIES,33394,N,2012,N,0.0,0.0,,0.0,,,Y,N,0
106758,USEDAUTO,LENDER,2.75,48,14096.35,04APR2014,310.84,Cash,14097.0,Unknown--ACH-1-Cash-1-Check-20-Draft-9,0,N,N,1249,Clermont,N,N,Y,34711,652,264,RENT,12,1000.0,APPRAISER,24,EM,,7083.33,1290.0,,,,,,,,,,,36.718,26998.0,7.0,104101.0,1600.84,56,0,03APR2014,41,N,N,N,,,1,0,0,0,42.3226,,0,0,,18550.0,75.991,303.92,,TOYOTA,PRIUS-4CYL.,45000,N,2011,N,0.0,0.0,,0.0,,,N,N,0
397299,USEDAUTO,LENDER,2.74,48,7000.26,10APR2017,154.33,Coupon,7000.26,Draft-5,0,N,N,1054,MSC,N,N,Y,34761-9191,525,207,RENT,156,300.0,MARKETINGSPECIALIST,36,EM,PAYSTUBS,1404.0,167.0,744.0,397.0,RENT,156.0,300.0,INFORMATIONTECHNOLOGY,348.0,RM,6418.71,0.0,11.778,9990.0,8.0,9990.0,321.33,45,0,06APR2017,5,Y,N,N,,,1,0,0,0,5.0,,0,0,,9625.0,72.73,152.33,,NISSAN,VERSA,57000,N,2014,N,0.0,0.0,,0.0,,,N,N,0
313102,USEDAUTO,CONSUMER,3.49,84,32854.79,31MAY2016,442.08,Cash,32854.79,HomeBanking-15,0,N,N,1609,VirtualBranch,N,N,Y,34761-3286,758,322,RENT,36,700.0,OFFICEMANAGER,168,EM,,4892.0,1087.0,698.0,273.0,BUYING,42.0,0.0,FIREFIGHTER/PARAMEDIC,78.0,EM,5100.0,0.0,22.309,19831.0,16.0,19831.0,1529.08,32,182,08MAR2001,198,Y,Y,N,68.0,263.3941,2,0,0,0,276.7983,10/23/2012,879,538,ROBERTHUTSONFORDLINCOLN-INC,32275.0,101.796,433.47,,TOYOTA,TUNDRA,66421,N,2012,N,0.0,0.0,,0.0,,,Y,N,0
345986,NEWAUTO,LENDER,4.2,73,16689.77,16SEP2016,259.86,Coupon,16689.77,Cash-3-SharedBranch-8,0,N,N,1289,CFEArena,Y,N,Y,32709-9670,640,323,RENT,3,400.0,ASSISTANTRELIABILITYENGINEER,11,EM,,800.0,0.0,685.0,256.0,BUYING,36.0,0.0,SENIORPHYSICIANRECRUITER,110.0,EM,10800.0,0.0,,,,,259.86,24,2,05JUL2016,14,N,N,N,,,2,0,0,0,2.4754,,0,0,DAVIDMAUSTOYOTA,16575.0,,260.0,,TOYOTA,COROLLA,12500,Y,2016,N,0.0,0.0,,0.0,,,N,N,0
166217,INDIRECTUSEDAUTO,GATEWAY,8.0,72,18286.83,06SEP2014,321.68,AutoTransfer,18287.0,HomeBanking-52,0,N,N,1340,ConsumerLending,N,N,Y,34744,631,298,LIVEWITHPARENTS,60,200.0,PROGRAMASISSTANS,36,EM,,1668.07,20.0,,,,,,,,,,,32.473,89.0,1.0,89.0,341.68,22,8,03JAN2014,44,Y,N,Y,79.0,818.3946,2,0,0,0,1185.0006,2/24/2014,2,938,UNIVERSALNISSAN,17475.0,104.646,281.35,,HYUNDAI,ELANTRA4DRSDNAUTOGLS(ULSANPLANT),5438,N,2013,Y,0.0,0.0,,0.0,,,N,N,0
344569,INDIRECTNEWAUTO,GATEWAY,3.75,84,25559.56,12SEP2016,346.97,Coupon,25559.56,ACH-10-Draft-2,0,N,N,1340,ConsumerLending,N,N,Y,32708,842,456,RENT,24,400.0,SPECIALIST,36,EM,,4166.67,15.0,,,,,,,,,,,18.287,616.0,4.0,616.0,361.97,35,0,12SEP2016,12,N,N,N,,,0,0,0,0,5.0,,0,0,ORLANDOKIANORTH,22875.0,111.736,290.63,,KIA,OPTIMA4DRSDNLX,4127,Y,2016,Y,0.0,0.0,,0.0,,,N,N,0
418896,INDIRECTUSEDAUTO,GATEWAY,4.65,75,16471.03,12JUN2017,253.97,Coupon,16471.03,Unknown--Check-1,0,N,N,2000,ConsumerLending,N,N,Y,33897-4606,701,389,RENT,9,400.0,GENERALMANAGER,42,EM,,3500.0,20.0,,,,,,,,,,,19.256,143.0,1.0,911.0,273.97,59,0,12JUN2017,3,N,N,N,,,0,0,0,1,5.0,,0,0,CARLBLACKCHEVROLETBUICKGMC,19300.0,85.34200000000001,326.98,,CHEVROLET,EQUINOX,29744,N,2015,Y,800.0,-974.0,,1774.0,CHEVROLET,TRAILBLAZER,N,N,0
